?x	?p	?label
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp6>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P6 (<i>Fp6</i>).  Turbine flow value for point 6 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp7>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P7 (<i>Fp7</i>).  Turbine flow value for point 7 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp8>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P8 (<i>Fp8</i>).  Turbine flow value for point 8 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp9>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P9 (<i>Fp9</i>).  Turbine flow value for point 9 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate position (<i>Gmax</i>) (&gt; GovHydroWEH.gmin)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum gate position (<i>Gmin</i>) (&lt; GovHydroWEH.gmax)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gtmxcl>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing rate (<i>Gtmxcl</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gtmxop>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening rate (<i>Gtmxop</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate 1 (<i>Gv1</i>).  Gate Position value for point 1 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate 2 (<i>Gv2</i>).  Gate Position value for point 2 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate 3 (<i>Gv3</i>).  Gate Position value for point 3 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate 4 (<i>Gv4</i>).  Gate Position value for point 4 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.gv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate 5 (<i>Gv5</i>).  Gate Position value for point 5 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative controller derivative gain (<i>Kd</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative controller Integral gain (<i>Ki</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative control gain (<i>Kp</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss1>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P1 (<i>Pmss1</i>).  Mechanical power output for turbine flow point 1 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss10>	<http://www.w3.org/2004/02/skos/core#definition>	"\nPmss flow P10 (<i>Pmss10</i>).  Mechanical power output for turbine flow point 10 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow.\n\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss2>	<http://www.w3.org/2004/02/skos/core#definition>	"\nPmss flow P2 (<i>Pmss2</i>).  Mechanical power output for turbine flow point 2 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow.\n\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss3>	<http://www.w3.org/2004/02/skos/core#definition>	"\nPmss flow P3 (<i>Pmss3</i>).  Mechanical power output for turbine flow point 3 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow.\n\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss4>	<http://www.w3.org/2004/02/skos/core#definition>	"\nPmss flow P4 (<i>Pmss4</i>).  Mechanical power output for turbine flow point 4 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow.\n\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss5>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P5 (<i>Pmss5</i>).  Mechanical power output for turbine flow point 5 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss6>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P6 (<i>Pmss6</i>).  Mechanical power output for turbine flow point 6 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss7>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P7 (<i>Pmss7</i>).  Mechanical power output for turbine flow point 7 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss8>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P8 (<i>Pmss8</i>).  Mechanical power output for turbine flow point 8 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.pmss9>	<http://www.w3.org/2004/02/skos/core#definition>	"Pmss flow P9 (<i>Pmss9</i>).  Mechanical power output for turbine flow point 9 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.rpg>	<http://www.w3.org/2004/02/skos/core#definition>	"Permanent droop for governor output feedback (<i>R-Perm-Gate</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.rpp>	<http://www.w3.org/2004/02/skos/core#definition>	"Permanent droop for electrical power feedback (<i>R-Perm-Pe</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.td>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative controller time constant (<i>Td</i>) (&gt;= 0).  Limits the derivative characteristic beyond a breakdown frequency to avoid amplification of high-frequency noise."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.tdv>	<http://www.w3.org/2004/02/skos/core#definition>	"Distributive valve time lag time constant (<i>Tdv</i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.tg>	<http://www.w3.org/2004/02/skos/core#definition>	"Value to allow the distribution valve controller to advance beyond the gate movement rate limit (<i>Tg</i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.tp>	<http://www.w3.org/2004/02/skos/core#definition>	"Pilot valve time lag time constant (<i>Tp</i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.tpe>	<http://www.w3.org/2004/02/skos/core#definition>	"Electrical power droop time constant (<i>Tpe</i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.tw>	<http://www.w3.org/2004/02/skos/core#definition>	"Water inertia time constant (<i>Tw</i>) (&gt; 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.d>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine damping factor (<i>D</i>).  Unit = delta P / delta speed."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.gatmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate opening limit maximum (<i>Gatmax</i>) (&gt; GovHydroWPID.gatmin)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.gatmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate opening limit minimum (<i>Gatmin</i>) (&lt; GovHydroWPID.gatmax)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.gv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate position 1 (<i>Gv1</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.gv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate position 2 (<i>Gv2</i>). "@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.gv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate position 3 (<i>Gv3</i>) (= 1,0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative gain (<i>Kd</i>).  Typical value = 1,11."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Reset gain (<i>Ki</i>).  Typical value = 0,36."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Proportional gain (<i>Kp</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values  (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.pgv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Output at <i>Gv1</i> PU of <i>MWbase</i> (<i>Pgv1</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.pgv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Output at <i>Gv2</i> PU of <i>MWbase</i> (<i>Pgv2</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.pgv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Output at <i>Gv3</i> PU of <i>MWbase</i> (<i>Pgv3</i>). "@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.pmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum power output (<i>Pmax</i>) (&gt; GovHydroWPID.pmin)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.pmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum power output (<i>Pmin</i>) (&lt; GovHydroWPID.pmax)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.reg>	<http://www.w3.org/2004/02/skos/core#definition>	"Permanent drop (<i>Reg</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller time constant (<i>Ta</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo time constant (<i>Tb</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.treg>	<http://www.w3.org/2004/02/skos/core#definition>	"Speed detector time constant (<i>Treg</i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.tw>	<http://www.w3.org/2004/02/skos/core#definition>	"Water inertia time constant (<i>Tw</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.velmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening velocity (<i>Velmax</i>) (&gt; GovHydroWPID.velmin).  Unit = PU / s.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroWPID.velmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing velocity (<i>Velmin</i>) (&lt; GovHydroWPID.velmax).  Unit = PU / s.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam0.dt>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine damping coefficient (<i>Dt</i>).  Unit = delta P / delta speed. Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam0.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovSteam0.r>	<http://www.w3.org/2004/02/skos/core#definition>	"Permanent droop (<i>R</i>).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovSteam0.t1>	<http://www.w3.org/2004/02/skos/core#definition>	"Steam bowl time constant (<i>T1</i>) (&gt; 0).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovSteam0.t2>	<http://www.w3.org/2004/02/skos/core#definition>	"Numerator time constant of <i>T2</i>/<i>T3</i> block (<i>T2</i>) (&gt;= 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#GovSteam0.t3>	<http://www.w3.org/2004/02/skos/core#definition>	"Reheater time constant (<i>T3</i>) (&gt; 0).  Typical value = 10."@en
<http://iec.ch/TC57/CIM100#GovSteam0.vmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum valve position, PU of <i>mwcap</i> (<i>Vmax</i>) (&gt; GovSteam0.vmin).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovSteam0.vmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum valve position, PU of <i>mwcap</i> (<i>Vmin</i>) (&lt; GovSteam0.vmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.db1>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional deadband width (<i>db1</i>).  Unit = Hz.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.db2>	<http://www.w3.org/2004/02/skos/core#definition>	"Unintentional deadband (<i>db2</i>).  Unit = MW.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.eps>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional db hysteresis (<i>eps</i>).  Unit = Hz.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 1 (<i>GV1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 2 (<i>GV2</i>).  Typical value = 0,4."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 3 (<i>GV3</i>).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 4 (<i>GV4</i>).  Typical value = 0,6."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 5 (<i>GV5</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovSteam1.gv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain valve position point 6 (<i>GV6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k>	<http://www.w3.org/2004/02/skos/core#definition>	"Governor gain (reciprocal of droop) (<i>K</i>) (&gt; 0).  Typical value = 25."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k1>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of HP shaft power after first boiler pass (<i>K1</i>).  Typical value = 0,2."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k2>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of LP shaft power after first boiler pass (<i>K2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k3>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of HP shaft power after second boiler pass (<i>K3</i>).  Typical value = 0,3."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k4>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of LP shaft power after second boiler pass (<i>K4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k5>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of HP shaft power after third boiler pass (<i>K5</i>).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k6>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of LP shaft power after third boiler pass (<i>K6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k7>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of HP shaft power after fourth boiler pass (<i>K7</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.k8>	<http://www.w3.org/2004/02/skos/core#definition>	"Fraction of LP shaft power after fourth boiler pass (<i>K8</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 1 (<i>Pgv1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 2 (<i>Pgv2</i>).  Typical value = 0,75."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 3 (<i>Pgv3</i>).  Typical value = 0,91."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 4 (<i>Pgv4</i>).  Typical value = 0,98."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 5 (<i>Pgv5</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pgv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain power value point 6 (<i>Pgv6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum valve opening (<i>Pmax</i>) (&gt; GovSteam1.pmin).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovSteam1.pmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum valve opening (<i>Pmin</i>) (&gt;= 0 and &lt; GovSteam1.pmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t1>	<http://www.w3.org/2004/02/skos/core#definition>	"Governor lag time constant (<i>T1</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t2>	<http://www.w3.org/2004/02/skos/core#definition>	"Governor lead time constant (<i>T2</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t3>	<http://www.w3.org/2004/02/skos/core#definition>	"Valve positioner time constant (<i>T3) </i>(&gt; 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t4>	<http://www.w3.org/2004/02/skos/core#definition>	"Inlet piping/steam bowl time constant (<i>T4</i>) (&gt;= 0).  Typical value = 0,3."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t5>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant of second boiler pass (<i>T5</i>) (&gt;= 0).  Typical value = 5."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t6>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant of third boiler pass (<i>T6</i>) (&gt;= 0).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovSteam1.t7>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant of fourth boiler pass (<i>T7</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam1.uc>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum valve closing velocity (<i>Uc</i>) (&lt; 0).  Unit = PU / s.  Typical value = -10."@en
<http://iec.ch/TC57/CIM100#GovSteam1.uo>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum valve opening velocity (<i>Uo</i>) (&gt; 0).  Unit = PU / s.  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovSteam2.dbf>	<http://www.w3.org/2004/02/skos/core#definition>	"Frequency deadband (<i>DBF</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovSteam2.k>	<http://www.w3.org/2004/02/skos/core#definition>	"Governor gain (reciprocal of droop) (<i>K</i>).  Typical value = 20."@en
<http://iec.ch/TC57/CIM100#GovSteam2.mnef>	<http://www.w3.org/2004/02/skos/core#definition>	"Fuel flow maximum negative error value (<i>MN</i><i><sub>EF</sub></i>).  Typical value = -1."@en
<http://iec.ch/TC57/CIM100#GovSteam2.mxef>	<http://www.w3.org/2004/02/skos/core#definition>	"Fuel flow maximum positive error value (<i>MX</i><i><sub>EF</sub></i>).  Typical value = 1."@en
